time,open,high,low,close
2017-01-05T20:00:00Z,10.1189,10.4483,10.1189,10.391
2017-01-06T00:00:00Z,10.391,10.619,9.9893,10.0013
2017-01-06T04:00:00Z,10.0013,10.5438,10.0013,10.5438
2017-01-06T08:00:00Z,10.5438,10.581,10.0154,10.0154
2017-01-06T12:00:00Z,10.0154,10.2817,9.70457,10.2817
2017-01-06T16:00:00Z,10.2817,10.3753,10.1153,10.3753
2017-01-06T20:00:00Z,10.3753,10.4474,10.281,10.2934
2017-01-07T00:00:00Z,10.2934,10.2934,9.71521,9.71521
2017-01-07T04:00:00Z,9.71521,9.74891,9.63742,9.64577
2017-01-07T08:00:00Z,9.64577,10.0818,9.64577,10.0226
2017-01-07T12:00:00Z,10.0226,10.1292,9.98644,10.0519
2017-01-07T16:00:00Z,10.0519,10.0833,9.92647,9.92647
2017-01-07T20:00:00Z,9.92647,9.95502,9.62587,9.86866
2017-01-08T00:00:00Z,9.86866,10.0005,9.84044,9.97039
2017-01-08T04:00:00Z,9.97039,10.0651,9.92542,9.92542
2017-01-08T08:00:00Z,9.92542,10.1097,9.88529,10.1097
2017-01-08T12:00:00Z,10.1097,10.1582,10.0552,10.1201
2017-01-08T16:00:00Z,10.1201,10.1952,10.0852,10.0915
2017-01-08T20:00:00Z,10.0915,10.3948,10.0915,10.2843
2017-01-09T00:00:00Z,10.2843,10.4471,10.2642,10.3083
2017-01-09T04:00:00Z,10.3083,10.3727,10.3083,10.3084
2017-01-09T08:00:00Z,10.3084,10.7508,10.3084,10.7011
2017-01-09T12:00:00Z,10.7011,10.7838,10.6027,10.7122
2017-01-09T16:00:00Z,10.7122,10.7122,10.4056,10.4056
2017-01-09T20:00:00Z,10.4056,10.4691,10.1679,10.3116
2017-01-10T00:00:00Z,10.3116,10.4506,10.3116,10.4028
2017-01-10T04:00:00Z,10.4028,10.4641,10.3655,10.3655
2017-01-10T08:00:00Z,10.3655,10.4185,10.2989,10.4185
2017-01-10T12:00:00Z,10.4185,10.6487,10.4185,10.6211
2017-01-10T16:00:00Z,10.6211,10.686,10.5418,10.686
2017-01-10T20:00:00Z,10.686,10.686,10.5849,10.5849
2017-01-11T00:00:00Z,10.5849,10.6359,10.56,10.6296
2017-01-11T04:00:00Z,10.6296,10.6636,10.623,10.6241
2017-01-11T08:00:00Z,10.6241,10.6362,10.1598,10.1598
2017-01-11T12:00:00Z,10.1598,10.1598,9.90568,9.92186
2017-01-11T16:00:00Z,9.92186,9.92186,9.46532,9.62263
2017-01-11T20:00:00Z,9.62263,9.73912,9.62153,9.73912
2017-01-12T00:00:00Z,9.73912,9.73912,9.60577,9.60577
2017-01-12T04:00:00Z,9.60577,9.60577,9.36101,9.36101
2017-01-12T08:00:00Z,9.36101,9.36101,9.24513,9.31042
2017-01-12T12:00:00Z,9.31042,9.67943,9.31042,9.67943
2017-01-12T16:00:00Z,9.67943,9.92476,9.67943,9.92476
2017-01-12T20:00:00Z,9.92476,10.084,9.91061,9.91061
2017-01-13T00:00:00Z,9.91061,9.91061,9.74882,9.74882
2017-01-13T04:00:00Z,9.74882,9.74882,9.57034,9.66912
2017-01-13T08:00:00Z,9.66912,9.78576,9.66912,9.76588
2017-01-13T12:00:00Z,9.76588,9.78663,9.6995,9.78377
2017-01-13T16:00:00Z,9.78377,9.78377,9.66658,9.66658
2017-01-13T20:00:00Z,9.66658,9.80102,9.62352,9.78238
2017-01-14T00:00:00Z,9.78238,9.81477,9.71792,9.71972
2017-01-14T04:00:00Z,9.71972,9.72175,9.67311,9.67798
2017-01-14T08:00:00Z,9.67798,9.7297,9.66611,9.7223
2017-01-14T12:00:00Z,9.7223,9.73372,9.63346,9.63955
2017-01-14T16:00:00Z,9.63955,9.67991,9.63955,9.67991
2017-01-14T20:00:00Z,9.67991,9.89084,9.67991,9.79419
2017-01-15T00:00:00Z,9.79419,9.88084,9.77409,9.88084
2017-01-15T04:00:00Z,9.88084,9.93273,9.8661,9.92624
2017-01-15T08:00:00Z,9.92624,9.99448,9.90712,9.98654
2017-01-15T12:00:00Z,9.98654,9.98654,9.89698,9.89698
2017-01-15T16:00:00Z,9.89698,9.90317,9.86096,9.90111
2017-01-15T20:00:00Z,9.90111,9.93406,9.89459,9.93406
2017-01-16T00:00:00Z,9.93406,9.93406,9.783,9.83903
2017-01-16T04:00:00Z,9.83903,9.84827,9.76937,9.79531
2017-01-16T08:00:00Z,9.79531,9.82984,9.73264,9.73264
2017-01-16T12:00:00Z,9.73264,9.786,9.71327,9.786
2017-01-16T16:00:00Z,9.786,9.786,9.73373,9.73373
2017-01-16T20:00:00Z,9.73373,9.74447,9.62559,9.64445
2017-01-17T00:00:00Z,9.64445,9.71223,9.62438,9.71223
2017-01-17T04:00:00Z,9.71223,9.78605,9.69118,9.78605
2017-01-17T08:00:00Z,9.78605,9.89511,9.78605,9.89511
2017-01-17T12:00:00Z,9.89511,10.0982,9.87466,10.0982
2017-01-17T16:00:00Z,10.0982,10.5553,10.0982,10.5553
2017-01-17T20:00:00Z,10.5553,10.5991,10.1732,10.3037
2017-01-18T00:00:00Z,10.3037,10.4974,10.1926,10.2631
2017-01-18T04:00:00Z,10.2631,10.386,10.2631,10.3689
2017-01-18T08:00:00Z,10.3689,10.3689,10.2606,10.3387
2017-01-18T12:00:00Z,10.3387,10.357,9.97363,10.163
2017-01-18T16:00:00Z,10.163,10.292,10.163,10.2279
2017-01-18T20:00:00Z,10.2279,10.2279,10.1288,10.209
2017-01-19T00:00:00Z,10.209,10.293,10.2047,10.2462
2017-01-19T04:00:00Z,10.2462,10.2748,10.2101,10.2748
2017-01-19T08:00:00Z,10.2748,10.2891,10.1911,10.1911
2017-01-19T12:00:00Z,10.1911,10.2606,10.1911,10.2584
2017-01-19T16:00:00Z,10.2584,10.422,10.2584,10.3877
2017-01-19T20:00:00Z,10.3877,10.4328,10.3691,10.3825
2017-01-20T00:00:00Z,10.3825,10.3972,10.3624,10.3773
2017-01-20T04:00:00Z,10.3773,10.7395,10.3618,10.7375
2017-01-20T08:00:00Z,10.7375,10.7375,10.5653,10.5653
2017-01-20T12:00:00Z,10.5653,10.6071,10.5128,10.6071
2017-01-20T16:00:00Z,10.6071,10.6245,10.575,10.6211
2017-01-20T20:00:00Z,10.6211,10.6332,10.6077,10.6177
2017-01-21T00:00:00Z,10.6177,10.7119,10.6177,10.7085
2017-01-21T04:00:00Z,10.7085,10.7085,10.5964,10.6079
2017-01-21T08:00:00Z,10.6079,10.6772,10.5859,10.6772
2017-01-21T12:00:00Z,10.6772,10.9664,10.6772,10.8843
2017-01-21T16:00:00Z,10.8843,10.9297,10.8532,10.9094
2017-01-21T20:00:00Z,10.9094,10.936,10.9003,10.9322
2017-01-22T00:00:00Z,10.9322,10.9322,10.9003,10.9157
2017-01-22T04:00:00Z,10.9157,10.9618,10.909,10.9326
2017-01-22T08:00:00Z,10.9326,10.9408,10.8125,10.8847
2017-01-22T12:00:00Z,10.8847,10.8847,10.6058,10.7501
2017-01-22T16:00:00Z,10.7501,10.7564,10.7344,10.7344
2017-01-22T20:00:00Z,10.7344,10.7873,10.7247,10.7247
2017-01-23T00:00:00Z,10.7247,10.729,10.7061,10.7061
2017-01-23T04:00:00Z,10.7061,10.7566,10.6808,10.7566
2017-01-23T08:00:00Z,10.7566,10.8166,10.7566,10.8018
2017-01-23T12:00:00Z,10.8018,10.8328,10.7685,10.8037
2017-01-23T16:00:00Z,10.8037,10.8037,10.6875,10.7366
2017-01-23T20:00:00Z,10.7366,10.8143,10.7321,10.8143
2017-01-24T00:00:00Z,10.8143,10.8208,10.6591,10.7035
2017-01-24T04:00:00Z,10.7035,10.7627,10.6976,10.7045
2017-01-24T08:00:00Z,10.7045,10.7045,10.6134,10.6134
2017-01-24T12:00:00Z,10.6134,10.6464,10.5875,10.6006
2017-01-24T16:00:00Z,10.6006,10.6597,10.6006,10.6542
2017-01-24T20:00:00Z,10.6542,10.6732,10.5845,10.6146
2017-01-25T00:00:00Z,10.6146,10.6325,10.5778,10.5849
2017-01-25T04:00:00Z,10.5849,10.5993,10.5509,10.5509
2017-01-25T08:00:00Z,10.5509,10.5521,10.4903,10.4903
2017-01-25T12:00:00Z,10.4903,10.5643,10.4903,10.5304
2017-01-25T16:00:00Z,10.5304,10.5754,10.5241,10.5582
2017-01-25T20:00:00Z,10.5582,10.5796,10.5473,10.5675
2017-01-26T00:00:00Z,10.5675,10.6353,10.5603,10.6094
2017-01-26T04:00:00Z,10.6094,10.6094,10.5437,10.573
2017-01-26T08:00:00Z,10.573,10.6406,10.573,10.6406
2017-01-26T12:00:00Z,10.6406,10.6406,10.5461,10.573
2017-01-26T16:00:00Z,10.573,10.5997,10.5372,10.5372
2017-01-26T20:00:00Z,10.5372,10.665,10.5265,10.665
2017-01-27T00:00:00Z,10.665,10.665,10.4844,10.5101
2017-01-27T04:00:00Z,10.5101,10.5145,10.4726,10.5116
2017-01-27T08:00:00Z,10.5116,10.5412,10.5039,10.5296
2017-01-27T12:00:00Z,10.5296,10.5441,10.5165,10.5303
2017-01-27T16:00:00Z,10.5303,10.5382,10.4944,10.5215
2017-01-27T20:00:00Z,10.5215,10.553,10.5183,10.5285
2017-01-28T00:00:00Z,10.5285,10.5533,10.5285,10.5359
2017-01-28T04:00:00Z,10.5359,10.5747,10.5359,10.5747
2017-01-28T08:00:00Z,10.5747,10.578,10.5621,10.5621
2017-01-28T12:00:00Z,10.5621,10.5691,10.5125,10.5125
2017-01-28T16:00:00Z,10.5125,10.524,10.5065,10.514
2017-01-28T20:00:00Z,10.514,10.571,10.448,10.5704
2017-01-29T00:00:00Z,10.5704,10.5704,10.5319,10.5545
2017-01-29T04:00:00Z,10.5545,10.5545,10.5238,10.5384
2017-01-29T08:00:00Z,10.5384,10.5416,10.5082,10.532
2017-01-29T12:00:00Z,10.532,10.5342,10.4995,10.4995
2017-01-29T16:00:00Z,10.4995,10.5087,10.4721,10.4721
2017-01-29T20:00:00Z,10.4721,10.4912,10.4586,10.4912
2017-01-30T00:00:00Z,10.4912,10.5038,10.4826,10.4846
2017-01-30T04:00:00Z,10.4846,10.5007,10.4843,10.4963
2017-01-30T08:00:00Z,10.4963,10.5146,10.4785,10.4995
2017-01-30T12:00:00Z,10.4995,10.5064,10.4954,10.4998
2017-01-30T16:00:00Z,10.4998,10.5797,10.4998,10.5792
2017-01-30T20:00:00Z,10.5792,10.6762,10.5744,10.5744
2017-01-31T00:00:00Z,10.5744,10.5842,10.5717,10.5723
2017-01-31T04:00:00Z,10.5723,10.6007,10.5506,10.6007
2017-01-31T08:00:00Z,10.6007,10.6218,10.5809,10.5922
2017-01-31T12:00:00Z,10.5922,10.6471,10.5679,10.6471
2017-01-31T16:00:00Z,10.6471,10.7442,10.6299,10.7442
2017-01-31T20:00:00Z,10.7442,10.7461,10.7096,10.7186
