time,open,high,low,close,Volume,Volume MA
2015-08-15T08:00:00Z,1.80715,1.80715,1.63254,1.72247,0,0
2015-08-15T16:00:00Z,1.72247,1.78807,1.6875,1.69197,0,0
2015-08-16T00:00:00Z,1.69197,1.69197,1.28533,1.33768,0,0
2015-08-16T08:00:00Z,1.33768,1.42808,1.12694,1.3182,0,0
2015-08-16T16:00:00Z,1.3182,1.48124,1.30096,1.48124,0,0
2015-08-17T00:00:00Z,1.48124,1.56603,1.45636,1.4749,0,0
2015-08-17T08:00:00Z,1.4749,1.4749,1.26672,1.31036,0,0
2015-08-17T16:00:00Z,1.31036,1.35303,1.20089,1.20786,0,0
2015-08-18T00:00:00Z,1.20786,1.20786,1.11556,1.16023,0,0
2015-08-18T08:00:00Z,1.16023,1.2998,1.12754,1.2998,0,0
2015-08-18T16:00:00Z,1.2998,1.3201,1.18514,1.26834,0,0
2015-08-19T00:00:00Z,1.26834,1.31799,1.17195,1.29915,0,0
2015-08-19T08:00:00Z,1.29915,1.29915,1.21621,1.2436,0,0
2015-08-19T16:00:00Z,1.2436,1.29176,1.23397,1.26799,0,0
2015-08-20T00:00:00Z,1.26799,1.30531,1.2534,1.25707,0,0
2015-08-20T08:00:00Z,1.25707,1.44573,1.25601,1.38782,0,0
2015-08-20T16:00:00Z,1.38782,1.53046,1.31215,1.49242,0,0
2015-08-21T00:00:00Z,1.49242,1.51211,1.46492,1.50663,0,0
2015-08-21T08:00:00Z,1.50663,1.55526,1.50469,1.53186,0,0
2015-08-21T16:00:00Z,1.53186,1.53217,1.39912,1.43348,0,0
2015-08-22T00:00:00Z,1.43348,1.45284,1.38584,1.42039,0,0
2015-08-22T08:00:00Z,1.42039,1.47576,1.39648,1.44982,0,0
2015-08-22T16:00:00Z,1.44982,1.44982,1.37198,1.3904,0,0
2015-08-23T00:00:00Z,1.3904,1.40365,1.32913,1.33896,0,0
2015-08-23T08:00:00Z,1.33896,1.39732,1.31383,1.33082,0,0
2015-08-23T16:00:00Z,1.33082,1.37057,1.32691,1.3597,0,0
2015-08-24T00:00:00Z,1.3597,1.3597,1.3101,1.32064,0,0
2015-08-24T08:00:00Z,1.32064,1.33085,1.28189,1.29708,0,0
2015-08-24T16:00:00Z,1.29708,1.29708,1.25061,1.25061,0,0
2015-08-25T00:00:00Z,1.25061,1.25061,1.19204,1.19994,0,0
2015-08-25T08:00:00Z,1.19994,1.24182,1.15005,1.15385,0,0
2015-08-25T16:00:00Z,1.15385,1.21598,1.15385,1.16825,0,0
2015-08-26T00:00:00Z,1.16825,1.16825,1.07725,1.11703,0,0
2015-08-26T08:00:00Z,1.11703,1.19601,1.09542,1.18766,0,0
2015-08-26T16:00:00Z,1.18766,1.20108,1.16657,1.16657,0,0
2015-08-27T00:00:00Z,1.16657,1.17047,1.14705,1.1662,0,0
2015-08-27T08:00:00Z,1.1662,1.16793,1.1441,1.15321,0,0
2015-08-27T16:00:00Z,1.15321,1.18558,1.14248,1.14248,0,0
2015-08-28T00:00:00Z,1.14248,1.16348,1.12382,1.16348,0,0
2015-08-28T08:00:00Z,1.16348,1.1833,1.15726,1.1833,0,0
2015-08-28T16:00:00Z,1.1833,1.20723,1.1833,1.19661,0,0
2015-08-29T00:00:00Z,1.19661,1.20657,1.18951,1.19542,0,0
2015-08-29T08:00:00Z,1.19542,1.19613,1.16068,1.16068,0,0
2015-08-29T16:00:00Z,1.16068,1.18719,1.15443,1.18719,0,0
2015-08-30T00:00:00Z,1.18719,1.27138,1.17454,1.27138,0,0
2015-08-30T08:00:00Z,1.27138,1.36799,1.26052,1.30474,0,0
2015-08-30T16:00:00Z,1.30474,1.32773,1.29335,1.32773,0,0
2015-08-31T00:00:00Z,1.32773,1.38396,1.2119,1.38396,0,0
2015-08-31T08:00:00Z,1.38396,1.38519,1.33535,1.35392,0,0
2015-08-31T16:00:00Z,1.35392,1.37131,1.34809,1.35427,0,0
2015-09-01T00:00:00Z,1.35427,1.37278,1.34315,1.35972,0,0
2015-09-01T08:00:00Z,1.35972,1.39274,1.34848,1.38112,0,0
2015-09-01T16:00:00Z,1.38112,1.38112,1.35453,1.35453,0,0
2015-09-02T00:00:00Z,1.35453,1.35453,1.3059,1.31615,0,0
2015-09-02T08:00:00Z,1.31615,1.33343,1.31317,1.32722,0,0
2015-09-02T16:00:00Z,1.32722,1.3396,1.28206,1.28978,0,0
2015-09-03T00:00:00Z,1.28978,1.30999,1.28108,1.28991,0,0
2015-09-03T08:00:00Z,1.28991,1.30154,1.22388,1.23341,0,0
2015-09-03T16:00:00Z,1.23341,1.27618,1.23341,1.27205,0,0
2015-09-04T00:00:00Z,1.27205,1.30252,1.25705,1.25705,0,0
2015-09-04T08:00:00Z,1.25705,1.27567,1.23799,1.27359,0,0
2015-09-04T16:00:00Z,1.27359,1.28972,1.27048,1.28038,0,0
2015-09-05T00:00:00Z,1.28038,1.28295,1.27234,1.27557,0,0
2015-09-05T08:00:00Z,1.27557,1.31142,1.27316,1.31142,0,0
2015-09-05T16:00:00Z,1.31142,1.3423,1.30994,1.33422,0,0
2015-09-06T00:00:00Z,1.33422,1.37157,1.33377,1.3484,0,0
2015-09-06T08:00:00Z,1.3484,1.35115,1.31382,1.32091,0,0
2015-09-06T16:00:00Z,1.32091,1.32091,1.29691,1.29844,0,0
2015-09-07T00:00:00Z,1.29844,1.30231,1.29593,1.30231,0,0
2015-09-07T08:00:00Z,1.30231,1.30231,1.24618,1.26262,0,0
2015-09-07T16:00:00Z,1.26262,1.26869,1.24249,1.24443,0,0
2015-09-08T00:00:00Z,1.24443,1.27382,1.23497,1.26258,0,0
2015-09-08T08:00:00Z,1.26258,1.28008,1.24892,1.24892,0,0
2015-09-08T16:00:00Z,1.24892,1.2501,1.23476,1.23476,0,0
2015-09-09T00:00:00Z,1.23476,1.23934,1.21343,1.21856,0,0
2015-09-09T08:00:00Z,1.21856,1.25756,1.20693,1.24506,0,0
2015-09-09T16:00:00Z,1.24506,1.26048,1.2103,1.21948,0,0
2015-09-10T00:00:00Z,1.21948,1.21955,1.19485,1.19485,0,0
2015-09-10T08:00:00Z,1.19485,1.21624,1.19005,1.20793,0,0
2015-09-10T16:00:00Z,1.20793,1.20793,1.13802,1.16758,0,0
2015-09-11T00:00:00Z,1.16758,1.16993,1.13499,1.14758,0,0
2015-09-11T08:00:00Z,1.14758,1.1483,0.976447,0.998255,0,0
2015-09-11T16:00:00Z,0.998255,1.01876,0.945633,0.979463,0,0
2015-09-12T00:00:00Z,0.979463,1.00069,0.973597,0.987102,0,0
2015-09-12T08:00:00Z,0.987102,1.10676,0.987102,1.06586,0,0
2015-09-12T16:00:00Z,1.06586,1.06586,1.03462,1.04404,0,0
2015-09-13T00:00:00Z,1.04404,1.04404,0.999105,1.00636,0,0
2015-09-13T08:00:00Z,1.00636,1.00795,0.98706,0.98706,0,0
2015-09-13T16:00:00Z,0.98706,0.98706,0.917519,0.942978,0,0
2015-09-14T00:00:00Z,0.942978,0.949387,0.919751,0.935849,0,0
2015-09-14T08:00:00Z,0.935849,0.937567,0.891166,0.893258,0,0
2015-09-14T16:00:00Z,0.893258,0.904098,0.87369,0.878945,0,0
2015-09-15T00:00:00Z,0.878945,0.895434,0.878945,0.886613,0,0
2015-09-15T08:00:00Z,0.886613,0.986032,0.884388,0.986032,0,0
2015-09-15T16:00:00Z,0.986032,1.04551,0.930395,0.944162,0,0
2015-09-16T00:00:00Z,0.944162,0.951263,0.929835,0.936372,0,0
2015-09-16T08:00:00Z,0.936372,0.944084,0.917528,0.921648,0,0
2015-09-16T16:00:00Z,0.921648,0.930306,0.904175,0.904175,0,0
2015-09-17T00:00:00Z,0.904175,0.90695,0.881647,0.882052,0,0
2015-09-17T08:00:00Z,0.882052,0.882052,0.840938,0.873278,0,0
2015-09-17T16:00:00Z,0.873278,0.893929,0.838742,0.87475,0,0
2015-09-18T00:00:00Z,0.87475,0.886781,0.865551,0.885384,0,0
2015-09-18T08:00:00Z,0.885384,0.885384,0.851332,0.863294,0,0
2015-09-18T16:00:00Z,0.863294,0.863704,0.837073,0.852036,0,0
2015-09-19T00:00:00Z,0.852036,0.852473,0.839651,0.839651,0,0
2015-09-19T08:00:00Z,0.839651,0.843394,0.834555,0.843394,0,0
2015-09-19T16:00:00Z,0.843394,0.911883,0.843394,0.887568,0,0
2015-09-20T00:00:00Z,0.887568,0.88799,0.875112,0.882335,0,0
2015-09-20T08:00:00Z,0.882335,0.912988,0.881081,0.901426,0,0
2015-09-20T16:00:00Z,0.901426,0.947741,0.898475,0.947741,0,0
2015-09-21T00:00:00Z,0.947741,0.956595,0.939668,0.946713,0,0
2015-09-21T08:00:00Z,0.946713,0.949655,0.921841,0.93214,0,0
2015-09-21T16:00:00Z,0.93214,0.93214,0.882612,0.915485,0,0
2015-09-22T00:00:00Z,0.915485,0.919047,0.872382,0.872382,0,0
2015-09-22T08:00:00Z,0.872382,0.917262,0.872382,0.903133,0,0
2015-09-22T16:00:00Z,0.903133,0.910521,0.869818,0.900873,0,0
2015-09-23T00:00:00Z,0.900873,0.907817,0.886432,0.893035,0,0
2015-09-23T08:00:00Z,0.893035,0.901479,0.888653,0.901479,0,0
2015-09-23T16:00:00Z,0.901479,0.901905,0.893891,0.89531,0,0
2015-09-24T00:00:00Z,0.89531,0.905979,0.89453,0.897258,0,0
2015-09-24T08:00:00Z,0.897258,0.897258,0.815913,0.838681,0,0
2015-09-24T16:00:00Z,0.838681,0.858685,0.818385,0.818385,0,0
2015-09-25T00:00:00Z,0.818385,0.825665,0.729898,0.759963,0,0
2015-09-25T08:00:00Z,0.759963,0.776115,0.751308,0.772381,0,0
2015-09-25T16:00:00Z,0.772381,0.774292,0.738336,0.740991,0,0
2015-09-26T00:00:00Z,0.740991,0.742981,0.720346,0.732926,0,0
2015-09-26T08:00:00Z,0.732926,0.732926,0.716408,0.725902,0,0
2015-09-26T16:00:00Z,0.725902,0.785929,0.725854,0.785929,0,0
2015-09-27T00:00:00Z,0.785929,0.791277,0.74321,0.751037,0,0
2015-09-27T08:00:00Z,0.751037,0.759322,0.729891,0.731557,0,0
2015-09-27T16:00:00Z,0.731557,0.741638,0.721488,0.721488,0,0
2015-09-28T00:00:00Z,0.721488,0.724006,0.652389,0.654727,0,0
2015-09-28T08:00:00Z,0.654727,0.681399,0.620165,0.639919,0,0
2015-09-28T16:00:00Z,0.639919,0.645257,0.586728,0.592411,0,0
2015-09-29T00:00:00Z,0.592411,0.5931,0.570101,0.586664,0,0
2015-09-29T08:00:00Z,0.586664,0.670937,0.578473,0.67017,0,0
2015-09-29T16:00:00Z,0.67017,0.675553,0.619812,0.660874,0,0
2015-09-30T00:00:00Z,0.660874,0.680538,0.645373,0.664255,0,0
2015-09-30T08:00:00Z,0.664255,0.664739,0.636065,0.648797,0,0
2015-09-30T16:00:00Z,0.648797,0.741767,0.648797,0.72554,0,0
2015-10-01T00:00:00Z,0.72554,0.731493,0.66168,0.66168,0,0
2015-10-01T08:00:00Z,0.66168,0.721127,0.656804,0.721127,0,0
2015-10-01T16:00:00Z,0.721127,0.721127,0.684559,0.685201,0,0
2015-10-02T00:00:00Z,0.685201,0.690814,0.678023,0.679916,0,0
2015-10-02T08:00:00Z,0.679916,0.680708,0.655761,0.659264,0,0
2015-10-02T16:00:00Z,0.659264,0.679104,0.659264,0.676397,0,0
2015-10-03T00:00:00Z,0.676397,0.701521,0.675613,0.701521,0,0
2015-10-03T08:00:00Z,0.701521,0.709204,0.693804,0.705725,0,0
2015-10-03T16:00:00Z,0.705725,0.706685,0.686204,0.687166,0,0
2015-10-04T00:00:00Z,0.687166,0.693126,0.6842,0.688423,0,0
2015-10-04T08:00:00Z,0.688423,0.688423,0.670676,0.672322,0,0
2015-10-04T16:00:00Z,0.672322,0.673229,0.663306,0.66482,0,0
2015-10-05T00:00:00Z,0.66482,0.673942,0.66482,0.670188,0,0
2015-10-05T08:00:00Z,0.670188,0.670188,0.659351,0.664465,0,0
2015-10-05T16:00:00Z,0.664465,0.664465,0.626678,0.631597,0,0
2015-10-06T00:00:00Z,0.631597,0.633061,0.615873,0.616844,0,0
2015-10-06T08:00:00Z,0.616844,0.630113,0.61014,0.627764,0,0
2015-10-06T16:00:00Z,0.627764,0.653944,0.616995,0.653944,0,0
2015-10-07T00:00:00Z,0.653944,0.656301,0.629945,0.629945,0,0
2015-10-07T08:00:00Z,0.629945,0.647632,0.62429,0.637034,0,0
2015-10-07T16:00:00Z,0.637034,0.639339,0.605299,0.610834,0,0
2015-10-08T00:00:00Z,0.610834,0.614211,0.593559,0.603568,0,0
2015-10-08T08:00:00Z,0.603568,0.606563,0.594311,0.596061,0,0
2015-10-08T16:00:00Z,0.596061,0.631612,0.594377,0.626156,0,0
2015-10-09T00:00:00Z,0.626156,0.668251,0.621716,0.645661,0,0
2015-10-09T08:00:00Z,0.645661,0.692296,0.638178,0.665057,0,0
2015-10-09T16:00:00Z,0.665057,0.671851,0.650494,0.651403,0,0
2015-10-10T00:00:00Z,0.651403,0.651403,0.637915,0.642471,0,0
2015-10-10T08:00:00Z,0.642471,0.647185,0.637023,0.64146,0,0
2015-10-10T16:00:00Z,0.64146,0.643178,0.626875,0.627045,0,0
2015-10-11T00:00:00Z,0.627045,0.639506,0.627045,0.633796,0,0
2015-10-11T08:00:00Z,0.633796,0.633796,0.619282,0.619931,0,0
2015-10-11T16:00:00Z,0.619931,0.636868,0.619931,0.634807,0,0
2015-10-12T00:00:00Z,0.634807,0.657789,0.632107,0.639882,0,0
2015-10-12T08:00:00Z,0.639882,0.640687,0.62818,0.630176,0,0
2015-10-12T16:00:00Z,0.630176,0.641768,0.628556,0.628556,0,0
2015-10-13T00:00:00Z,0.628556,0.63024,0.60605,0.611752,0,0
2015-10-13T08:00:00Z,0.611752,0.61775,0.606117,0.61278,0,0
2015-10-13T16:00:00Z,0.61278,0.615316,0.599758,0.60492,0,0
2015-10-14T00:00:00Z,0.60492,0.611842,0.586595,0.59245,0,0
2015-10-14T08:00:00Z,0.59245,0.59245,0.545729,0.551556,0,0
2015-10-14T16:00:00Z,0.551556,0.564453,0.490826,0.527999,0,0
2015-10-15T00:00:00Z,0.527999,0.540345,0.518674,0.5248,0,0
2015-10-15T08:00:00Z,0.5248,0.543086,0.520403,0.541239,0,0
2015-10-15T16:00:00Z,0.541239,0.571756,0.541239,0.55996,0,0
2015-10-16T00:00:00Z,0.55996,0.562734,0.553147,0.561999,0,0
2015-10-16T08:00:00Z,0.561999,0.568768,0.52539,0.528907,0,0
2015-10-16T16:00:00Z,0.528907,0.558617,0.525636,0.53614,0,0
2015-10-17T00:00:00Z,0.53614,0.53934,0.529274,0.529275,0,0
2015-10-17T08:00:00Z,0.529275,0.543441,0.527633,0.536728,0,0
2015-10-17T16:00:00Z,0.536728,0.56346,0.536728,0.548025,0,0
2015-10-18T00:00:00Z,0.548025,0.549217,0.540436,0.549217,0,0
2015-10-18T08:00:00Z,0.549217,0.551866,0.514785,0.521598,0,0
2015-10-18T16:00:00Z,0.521598,0.521598,0.514461,0.514461,0,0
2015-10-19T00:00:00Z,0.514461,0.521546,0.503022,0.510855,0,0
2015-10-19T08:00:00Z,0.510855,0.510855,0.484491,0.49204,0,0
2015-10-19T16:00:00Z,0.49204,0.500424,0.488539,0.488678,0,0
2015-10-20T00:00:00Z,0.488678,0.501898,0.488678,0.496093,0,0
2015-10-20T08:00:00Z,0.496093,0.498185,0.490734,0.496677,0,0
2015-10-20T16:00:00Z,0.496677,0.496677,0.434447,0.434447,0,0
2015-10-21T00:00:00Z,0.434447,0.482988,0.434447,0.440437,0,0
2015-10-21T08:00:00Z,0.440437,0.455047,0.426587,0.435226,0,0
2015-10-21T16:00:00Z,0.435226,0.441415,0.424188,0.441415,0,0
2015-10-22T00:00:00Z,0.441415,0.449606,0.423512,0.425821,0,0
2015-10-22T08:00:00Z,0.425821,0.441311,0.425821,0.440751,0,0
2015-10-22T16:00:00Z,0.440751,0.605191,0.439793,0.583846,0,0
2015-10-23T00:00:00Z,0.583846,0.586409,0.514344,0.531695,0,0
2015-10-23T08:00:00Z,0.531695,0.574501,0.514059,0.574501,0,0
2015-10-23T16:00:00Z,0.574501,0.611743,0.51732,0.522124,0,0
2015-10-24T00:00:00Z,0.522124,0.552446,0.522124,0.540486,0,0
2015-10-24T08:00:00Z,0.540486,0.547227,0.520024,0.547227,0,0
2015-10-24T16:00:00Z,0.547227,0.574343,0.547227,0.570135,0,0
2015-10-25T00:00:00Z,0.570135,0.633867,0.563769,0.625044,0,0
2015-10-25T08:00:00Z,0.625044,0.664902,0.602186,0.656542,0,0
2015-10-25T16:00:00Z,0.656542,0.687019,0.627181,0.647926,0,0
2015-10-26T00:00:00Z,0.647926,0.647926,0.599146,0.61732,0,0
2015-10-26T08:00:00Z,0.61732,0.665115,0.613243,0.665115,0,0
2015-10-26T16:00:00Z,0.665115,0.750088,0.623308,0.750088,0,0
2015-10-27T00:00:00Z,0.750088,0.816501,0.731089,0.778687,0,0
2015-10-27T08:00:00Z,0.778687,0.898172,0.765834,0.874091,0,0
2015-10-27T16:00:00Z,0.874091,0.884934,0.783218,0.869006,0,0
2015-10-28T00:00:00Z,0.869006,0.870938,0.820061,0.836871,0,0
2015-10-28T08:00:00Z,0.836871,0.863018,0.824855,0.824855,0,0
2015-10-28T16:00:00Z,0.824855,1.05579,0.824855,1.01336,0,0
2015-10-29T00:00:00Z,1.01336,1.03612,0.956836,1.03612,0,0
2015-10-29T08:00:00Z,1.03612,1.19563,1.01214,1.14973,0,0
2015-10-29T16:00:00Z,1.14973,1.1821,1.14047,1.16904,0,0
2015-10-30T00:00:00Z,1.16904,1.33994,1.16904,1.31088,0,0
2015-10-30T08:00:00Z,1.31088,1.31088,1.03058,1.10119,0,0
2015-10-30T16:00:00Z,1.10119,1.10119,0.999825,1.04868,0,0
2015-10-31T00:00:00Z,1.04868,1.05048,0.941154,0.954379,0,0
2015-10-31T08:00:00Z,0.954379,1.00486,0.952976,0.989072,0,0
2015-10-31T16:00:00Z,0.989072,0.989072,0.908377,0.908445,0,0
2015-11-01T00:00:00Z,0.908445,0.938126,0.904685,0.932997,0,0
2015-11-01T08:00:00Z,0.932997,0.989279,0.932997,0.959277,0,0
2015-11-01T16:00:00Z,0.959277,1.0709,0.949363,1.06304,0,0
2015-11-02T00:00:00Z,1.06304,1.09529,1.04128,1.08674,0,0
2015-11-02T08:00:00Z,1.08674,1.0877,1.04136,1.04917,0,0
2015-11-02T16:00:00Z,1.04917,1.0866,0.960432,0.969107,0,0
2015-11-03T00:00:00Z,0.969107,1.04486,0.957434,1.01867,0,0
2015-11-03T08:00:00Z,1.01867,1.0362,0.968564,0.968564,0,0
2015-11-03T16:00:00Z,0.968564,1.06816,0.965736,1.00497,0,0
2015-11-04T00:00:00Z,1.00497,1.0336,0.961869,0.987258,0,0
2015-11-04T08:00:00Z,0.987258,0.987258,0.766014,0.870444,0,0
2015-11-04T16:00:00Z,0.870444,1.01722,0.870444,0.913638,0,0
2015-11-05T00:00:00Z,0.913638,0.975965,0.895394,0.962632,0,0
2015-11-05T08:00:00Z,0.962632,0.986589,0.932707,0.934885,0,0
2015-11-05T16:00:00Z,0.934885,0.934885,0.86787,0.896974,0,0
2015-11-06T00:00:00Z,0.896974,0.904772,0.862553,0.876745,0,0
2015-11-06T08:00:00Z,0.876745,0.948684,0.864075,0.948684,0,0
2015-11-06T16:00:00Z,0.948684,0.975849,0.891938,0.90771,0,0
2015-11-07T00:00:00Z,0.90771,0.926032,0.878121,0.878121,0,0
2015-11-07T08:00:00Z,0.878121,0.940572,0.870475,0.940572,0,0
2015-11-07T16:00:00Z,0.940572,0.943787,0.914424,0.92408,0,0
2015-11-08T00:00:00Z,0.92408,0.941243,0.92028,0.938042,0,0
2015-11-08T08:00:00Z,0.938042,0.995679,0.931665,0.975355,0,0
2015-11-08T16:00:00Z,0.975355,1.03268,0.969205,1.03268,0,0
2015-11-09T00:00:00Z,1.03268,1.10642,1.02105,1.02225,0,0
2015-11-09T08:00:00Z,1.02225,1.10328,0.956566,1.10328,0,0
2015-11-09T16:00:00Z,1.10328,1.10328,1.00926,1.00959,0,0
2015-11-10T00:00:00Z,1.00959,1.00959,0.97967,1.00109,0,0
2015-11-10T08:00:00Z,1.00109,1.05075,0.97687,0.986497,0,0
2015-11-10T16:00:00Z,0.986497,0.986497,0.927056,0.928601,0,0
2015-11-11T00:00:00Z,0.928601,0.945278,0.83325,0.83325,0,0
2015-11-11T08:00:00Z,0.83325,0.901015,0.83325,0.867445,0,0
2015-11-11T16:00:00Z,0.867445,0.877823,0.75536,0.797135,0,0
2015-11-12T00:00:00Z,0.797135,0.897745,0.769032,0.897745,0,0
2015-11-12T08:00:00Z,0.897745,0.91237,0.850412,0.858255,0,0
2015-11-12T16:00:00Z,0.858255,0.90608,0.845894,0.90608,0,0
2015-11-13T00:00:00Z,0.90608,0.917185,0.879656,0.882519,0,0
2015-11-13T08:00:00Z,0.882519,0.884098,0.856358,0.87391,0,0
2015-11-13T16:00:00Z,0.87391,0.904522,0.86418,0.898314,0,0
2015-11-14T00:00:00Z,0.898314,0.905285,0.887933,0.89241,0,0
2015-11-14T08:00:00Z,0.89241,0.903086,0.889603,0.895755,0,0
2015-11-14T16:00:00Z,0.895755,0.90131,0.883838,0.890428,0,0
2015-11-15T00:00:00Z,0.890428,0.901069,0.888574,0.891164,0,0
2015-11-15T08:00:00Z,0.891164,0.920991,0.885206,0.901668,0,0
2015-11-15T16:00:00Z,0.901668,0.920658,0.894772,0.913996,0,0
2015-11-16T00:00:00Z,0.913996,0.944732,0.907202,0.921056,0,0
2015-11-16T08:00:00Z,0.921056,0.923302,0.892811,0.902325,0,0
2015-11-16T16:00:00Z,0.902325,0.936584,0.901091,0.936584,0,0
2015-11-17T00:00:00Z,0.936584,0.943156,0.910912,0.924514,0,0
2015-11-17T08:00:00Z,0.924514,0.963638,0.915229,0.954558,0,0
2015-11-17T16:00:00Z,0.954558,1.03295,0.954558,0.994376,0,0
2015-11-18T00:00:00Z,0.994376,1.00798,0.94315,0.950711,0,0
2015-11-18T08:00:00Z,0.950711,1.01093,0.944382,1.01093,0,0
2015-11-18T16:00:00Z,1.01093,1.01093,0.987275,0.999144,0,0
2015-11-19T00:00:00Z,0.999144,1.00675,0.98982,1.00208,0,0
2015-11-19T08:00:00Z,1.00208,1.00208,0.944221,0.948396,0,0
2015-11-19T16:00:00Z,0.948396,0.961622,0.944222,0.95374,0,0
2015-11-20T00:00:00Z,0.95374,0.955532,0.901869,0.914668,0,0
2015-11-20T08:00:00Z,0.914668,0.950145,0.90417,0.950145,0,0
2015-11-20T16:00:00Z,0.950145,0.950145,0.920817,0.929096,0,0
2015-11-21T00:00:00Z,0.929096,0.945103,0.921928,0.944115,0,0
2015-11-21T08:00:00Z,0.944115,0.952005,0.939398,0.945248,0,0
2015-11-21T16:00:00Z,0.945248,0.978743,0.943243,0.97361,0,0
2015-11-22T00:00:00Z,0.97361,0.977114,0.96735,0.96897,0,0
2015-11-22T08:00:00Z,0.96897,0.979096,0.9624,0.962817,0,0
2015-11-22T16:00:00Z,0.962817,0.983001,0.962112,0.965312,0,0
2015-11-23T00:00:00Z,0.965312,0.968857,0.962904,0.962904,0,0
2015-11-23T08:00:00Z,0.962904,0.968225,0.953278,0.962269,0,0
2015-11-23T16:00:00Z,0.962269,0.962269,0.936978,0.94566,0,0
2015-11-24T00:00:00Z,0.94566,0.948055,0.933768,0.94288,0,0
2015-11-24T08:00:00Z,0.94288,0.94288,0.925403,0.934212,0,0
2015-11-24T16:00:00Z,0.934212,0.93858,0.909773,0.911321,0,0
2015-11-25T00:00:00Z,0.911321,0.911321,0.866557,0.866557,0,0
2015-11-25T08:00:00Z,0.866557,0.892704,0.862858,0.891583,0,0
2015-11-25T16:00:00Z,0.891583,0.891583,0.857143,0.868019,0,0
2015-11-26T00:00:00Z,0.868019,0.883385,0.844855,0.850861,0,0
2015-11-26T08:00:00Z,0.850861,0.885044,0.822203,0.879367,0,0
2015-11-26T16:00:00Z,0.879367,0.895461,0.864266,0.890382,0,0
2015-11-27T00:00:00Z,0.890382,0.890382,0.875323,0.879089,0,0
2015-11-27T08:00:00Z,0.879089,0.897396,0.866737,0.87496,0,0
2015-11-27T16:00:00Z,0.87496,0.894155,0.87066,0.87066,0,0
2015-11-28T00:00:00Z,0.87066,0.90534,0.866476,0.874636,0,0
2015-11-28T08:00:00Z,0.874636,0.924393,0.874636,0.918523,0,0
2015-11-28T16:00:00Z,0.918523,0.928517,0.915102,0.918607,0,0
2015-11-29T00:00:00Z,0.918607,0.918607,0.896437,0.897878,0,0
2015-11-29T08:00:00Z,0.897878,0.902361,0.872715,0.874908,0,0
2015-11-29T16:00:00Z,0.874908,0.88618,0.864483,0.872049,0,0
2015-11-30T00:00:00Z,0.872049,0.893696,0.852122,0.852122,0,0
2015-11-30T08:00:00Z,0.852122,0.884849,0.852122,0.875479,0,0
2015-11-30T16:00:00Z,0.875479,0.887581,0.866,0.877305,0,0
2015-12-01T00:00:00Z,0.877305,0.878954,0.864572,0.868237,0,0
2015-12-01T08:00:00Z,0.868237,0.885132,0.856319,0.870244,0,0
2015-12-01T16:00:00Z,0.870244,0.882854,0.860273,0.875517,0,0
2015-12-02T00:00:00Z,0.875517,0.878017,0.844362,0.861892,0,0
2015-12-02T08:00:00Z,0.861892,0.861892,0.837141,0.843052,0,0
2015-12-02T16:00:00Z,0.843052,0.844003,0.825231,0.825231,0,0
2015-12-03T00:00:00Z,0.825231,0.826029,0.794699,0.811988,0,0
2015-12-03T08:00:00Z,0.811988,0.811988,0.791756,0.804326,0,0
2015-12-03T16:00:00Z,0.804326,0.836284,0.804326,0.824905,0,0
2015-12-04T00:00:00Z,0.824905,0.825103,0.803751,0.814555,0,0
